Model,Attention,Blocks,Params,Param_increase,Test_Loss,Test_Acc,Precision,Recall,F1,Acc_vs_baseline,F1_vs_baseline
densenet_eca,eca,[4],8788848,5,0.1855,0.9577,0.9267,0.9362,0.9299,+0.88%,+0.64%
