Model,Attention,Params,Param_increase,Test_Loss,Test_Acc,Precision,Recall,F1,Acc_vs_baseline,F1_vs_baseline
densenet_shuffle,shuffle,8822205,33362,0.1859,0.9550,0.9205,0.9418,0.9296,+0.61%,+0.61%
